longitude,latitude,index,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,LAI
-84.28254507,35.96414223,200,0.0475,0.0716,0.0403,0.1046,0.3332,0.3971,0.3852,0.4383,0.1953,0.0785,4.38
-84.28254507,35.96414223,201,0.094,0.1202,0.1026,0.1783,0.3321,0.3836,0.3696,0.4156,0.2593,0.1424,5.52
-84.28254507,35.96414223,202,0.0381,0.0563,0.0294,0.0864,0.2721,0.3277,0.314,0.3594,0.17,0.0678,5.13
-84.28254507,35.96414223,203,0.0327,0.0535,0.0258,0.0955,0.2751,0.322,0.2878,0.3566,0.1709,0.0696,4.262
-84.28254507,35.96414223,204,0.0242,0.049,0.0253,0.0898,0.2429,0.2879,0.2586,0.3153,0.1591,0.0621,4.78
-84.28254507,35.96414223,205,0.0289,0.0491,0.0302,0.0883,0.2353,0.2829,0.263,0.3163,0.159,0.0638,4.201
-84.28254507,35.96414223,206,0.0225,0.0379,0.0278,0.1034,0.2382,0.2828,0.253,0.3049,0.1647,0.0729,3.773
-84.28254507,35.96414223,207,0.0325,0.055,0.061,0.1404,0.211,0.2396,0.2484,0.2739,0.2015,0.1077,3.273
-84.28254507,35.96414223,208,0.0514,0.0714,0.0347,0.0991,0.3812,0.4759,0.4688,0.5019,0.1931,0.078,4.91
-84.28254507,35.96414223,209,0.0683,0.1009,0.0638,0.1416,0.4199,0.5138,0.4707,0.5518,0.2428,0.1221,5.82
-84.28254507,35.96414223,210,0.0248,0.0421,0.0392,0.0962,0.1643,0.19,0.1905,0.2203,0.1853,0.1026,3.079
-84.28254507,35.96414223,211,0.0402,0.0629,0.0359,0.1003,0.3697,0.4558,0.4219,0.4653,0.1843,0.0743,4.832
-84.28254507,35.96414223,212,0.0473,0.0634,0.035,0.0928,0.3162,0.39,0.3994,0.4308,0.1774,0.0696,5.45
-84.28254507,35.96414223,213,0.0486,0.0662,0.0443,0.1105,0.2952,0.3627,0.3356,0.3814,0.1769,0.0784,4.91
-84.28254507,35.96414223,214,0.0251,0.037,0.0193,0.0791,0.2303,0.2747,0.2697,0.3042,0.1439,0.0576,4.627
-84.28254507,35.96414223,215,0.0292,0.0465,0.0276,0.0977,0.2484,0.2965,0.2736,0.3121,0.1573,0.065,5.713
-84.28254507,35.96414223,216,0.0415,0.0778,0.0372,0.1286,0.3866,0.4637,0.4428,0.47,0.1966,0.0833,3.905884178
-84.28254507,35.96414223,217,0.0344,0.0679,0.0356,0.1037,0.3773,0.4648,0.4639,0.4802,0.1785,0.0732,5.666101673
-84.28254507,35.96414223,218,0.0304,0.0596,0.0266,0.084,0.3319,0.4145,0.4398,0.4311,0.156,0.0615,5.837024723
-84.28254507,35.96414223,219,0.0309,0.0606,0.0338,0.0913,0.3447,0.4592,0.4678,0.4895,0.1849,0.074,5.2816696
-84.28254507,35.96414223,220,0.0388,0.065,0.0333,0.0951,0.3688,0.4765,0.4227,0.4957,0.1867,0.0746,5.678540717
-84.28254507,35.96414223,221,0.0751,0.0946,0.0551,0.119,0.4131,0.5332,0.518,0.5752,0.2187,0.089,5.041642312
-84.28254507,35.96414223,222,0.0558,0.0727,0.0404,0.1062,0.3649,0.4705,0.4213,0.4972,0.1948,0.081,6.101142281
-84.28254507,35.96414223,223,0.0298,0.051,0.0254,0.0837,0.2882,0.3599,0.3166,0.3755,0.1595,0.0623,5.549275745
-84.28254507,35.96414223,224,0.0277,0.0528,0.0258,0.0863,0.2689,0.3108,0.3307,0.3569,0.1555,0.0601,4.720159435
-84.28254507,35.96414223,225,0.0185,0.036,0.0251,0.1,0.25,0.2842,0.2812,0.3223,0.1442,0.0576,4.555630049
-84.28254507,35.96414223,226,0.0331,0.0476,0.0588,0.1242,0.2135,0.2515,0.2664,0.2921,0.1502,0.0692,3.52167924
-81.99345806,29.68384042,227,0.0179,0.0324,0.032,0.0593,0.1036,0.1262,0.1377,0.1504,0.1482,0.1161,0.953
-81.99345806,29.68384042,228,0.0302,0.0481,0.0552,0.0889,0.145,0.1657,0.1773,0.1832,0.2028,0.1417,0.934
-81.99345806,29.68384042,229,0.0395,0.056,0.0609,0.0979,0.1582,0.1849,0.1932,0.1996,0.2311,0.1632,0.849
-81.99345806,29.68384042,230,0.0316,0.0621,0.0672,0.1187,0.204,0.2264,0.2485,0.2574,0.2555,0.1719,0.863
-81.99345806,29.68384042,231,0.0501,0.0705,0.0737,0.117,0.1892,0.2174,0.2274,0.2422,0.2663,0.1858,0.958
-81.99345806,29.68384042,232,0.0612,0.088,0.077,0.1351,0.2472,0.2721,0.2831,0.3098,0.2702,0.1703,0.807
-81.99345806,29.68384042,233,0.0366,0.0658,0.0589,0.1129,0.21,0.2329,0.2502,0.2508,0.2415,0.1539,1.37
-81.99345806,29.68384042,234,0.0477,0.071,0.0627,0.1105,0.1977,0.2345,0.2358,0.253,0.2409,0.1571,1.079
-81.99345806,29.68384042,235,0.0553,0.077,0.0652,0.1235,0.234,0.2733,0.2694,0.2953,0.2596,0.166,1.32
-81.99345806,29.68384042,236,0.0414,0.0654,0.0545,0.1144,0.2188,0.2604,0.2539,0.2751,0.2534,0.1611,0.75
-81.99345806,29.68384042,237,0.0379,0.0679,0.0562,0.1116,0.2238,0.2652,0.2681,0.2839,0.2278,0.1369,1.037
-81.99345806,29.68384042,238,0.0523,0.0775,0.058,0.1202,0.2307,0.2813,0.2775,0.3062,0.2283,0.1315,1.094
-81.99345806,29.68384042,239,0.0674,0.0811,0.0635,0.1225,0.2253,0.2729,0.2674,0.2957,0.2283,0.1266,1.382
-81.99345806,29.68384042,240,0.0524,0.0722,0.0556,0.1094,0.2178,0.2531,0.2789,0.2767,0.1995,0.1095,0.942
-81.99345806,29.68384042,241,0.0292,0.053,0.0434,0.0886,0.186,0.2084,0.2362,0.2354,0.1714,0.095,0.907
-81.99345806,29.68384042,242,0.0413,0.0647,0.0524,0.1095,0.215,0.2477,0.2441,0.2704,0.2046,0.1082,0.88
-81.99345806,29.68384042,243,0.0261,0.0431,0.0382,0.0775,0.1622,0.1967,0.2202,0.2171,0.1555,0.0859,0.859
-81.99345806,29.68384042,244,0.0351,0.0546,0.0511,0.0875,0.1586,0.1674,0.1813,0.1855,0.1893,0.142,0.7192
-81.99345806,29.68384042,245,0.025,0.0405,0.0361,0.0817,0.1619,0.1895,0.1947,0.2209,0.1644,0.093,1.271
-81.99345806,29.68384042,246,0.0407,0.0613,0.0508,0.0999,0.2065,0.2468,0.2647,0.2695,0.1805,0.0944,1.293
-81.99345806,29.68384042,247,0.0403,0.0639,0.0558,0.108,0.1909,0.2156,0.2386,0.2493,0.2003,0.1147,0.669
-81.99345806,29.68384042,248,0.0356,0.0679,0.0528,0.1167,0.2253,0.2499,0.2816,0.2869,0.2045,0.1087,0.955
-81.99345806,29.68384042,249,0.0464,0.0772,0.0632,0.1263,0.2377,0.2802,0.2956,0.3039,0.2356,0.1243,1.004
-81.99345806,29.68384042,250,0.029,0.0365,0.0248,0.0466,0.0922,0.1115,0.1116,0.1161,0.0833,0.0404,1.092
-81.99345806,29.68384042,251,0.0224,0.0537,0.04,0.0944,0.2039,0.2332,0.2493,0.2629,0.1742,0.0881,1.49
-81.99345806,29.68384042,252,0.0242,0.0437,0.041,0.0835,0.16,0.1948,0.2197,0.2221,0.1553,0.0792,1.311
-81.99345806,29.68384042,253,0.0142,0.0412,0.0395,0.0867,0.1756,0.207,0.2351,0.2308,0.1455,0.0684,0.94
-81.99345806,29.68384042,254,0.0231,0.0399,0.0396,0.0801,0.1637,0.1868,0.2128,0.2164,0.1602,0.0835,0.587819326
-81.99345806,29.68384042,255,0.0417,0.0583,0.0604,0.0985,0.1496,0.1754,0.1796,0.1877,0.1981,0.1688,0.668478167
-81.99345806,29.68384042,256,0.0506,0.0683,0.063,0.1041,0.1774,0.2024,0.2081,0.2195,0.2175,0.1724,0.920228291
-81.99345806,29.68384042,257,0.0414,0.0654,0.0584,0.1118,0.1938,0.2227,0.2232,0.2417,0.2274,0.1582,0.99317531
-81.99345806,29.68384042,258,0.0507,0.0708,0.0615,0.1131,0.2052,0.236,0.2336,0.253,0.2196,0.1578,0.772917889
-155.3173652,19.55317963,259,0.0113,0.0244,0.0175,0.0414,0.1119,0.1376,0.1502,0.1529,0.0693,0.0327,4.938190251
-155.3173652,19.55317963,260,0.0087,0.0203,0.0132,0.0344,0.0929,0.1076,0.1183,0.1302,0.0653,0.031,4.171758215
-155.3173652,19.55317963,261,0.0149,0.0256,0.0185,0.0425,0.1052,0.1279,0.1323,0.1506,0.0695,0.0332,4.104318945
-155.3173652,19.55317963,262,0.0149,0.0244,0.017,0.039,0.1063,0.1269,0.1407,0.152,0.0731,0.0357,3.846480957
-155.3173652,19.55317963,263,0.0574,0.076,0.0653,0.1009,0.1834,0.2054,0.2125,0.2248,0.1273,0.0753,4.40843962
-155.3173652,19.55317963,264,0.0255,0.041,0.0343,0.0652,0.1343,0.1524,0.1516,0.1701,0.0995,0.0511,4.850868832
-155.3173652,19.55317963,265,0.0363,0.0485,0.0378,0.0701,0.1543,0.1747,0.1846,0.1959,0.1194,0.062,5.290437373
-155.3173652,19.55317963,266,0.0343,0.0481,0.0405,0.0753,0.151,0.1768,0.1847,0.1994,0.1271,0.067,4.540452039
-155.3173652,19.55317963,267,0.034,0.0549,0.0484,0.0855,0.1736,0.1935,0.198,0.2099,0.1446,0.0779,4.970804736
-155.3173652,19.55317963,268,0.0312,0.0458,0.0402,0.0681,0.1411,0.1603,0.1718,0.1846,0.132,0.0712,5.438896271
-155.3173652,19.55317963,269,0.0303,0.0432,0.0367,0.0655,0.1391,0.1599,0.1699,0.1787,0.1232,0.0643,4.996202944
-155.3173652,19.55317963,270,0.0271,0.0403,0.0341,0.0645,0.1373,0.1617,0.1604,0.1819,0.1139,0.0582,5.304328196
-155.3173652,19.55317963,271,0.0287,0.0481,0.04,0.0723,0.1528,0.1701,0.1768,0.1977,0.1282,0.0695,5.284217751
-155.3173652,19.55317963,272,0.0272,0.0446,0.0376,0.0727,0.1506,0.1716,0.1828,0.1924,0.1212,0.0609,4.708877634
-155.3173652,19.55317963,273,0.0813,0.0921,0.0814,0.1135,0.1811,0.1996,0.2139,0.2201,0.1665,0.1113,5.490335993
-155.3173652,19.55317963,274,0.0259,0.0315,0.0251,0.0509,0.1024,0.1279,0.1179,0.1396,0.0865,0.0418,5.013395592
-155.3173652,19.55317963,275,0.0203,0.032,0.0225,0.0509,0.1298,0.1541,0.1514,0.1769,0.0908,0.0426,5.833870351
-155.3173652,19.55317963,276,0.0139,0.0184,0.0131,0.0357,0.0919,0.119,0.106,0.1187,0.0687,0.0321,4.956127056
-155.3173652,19.55317963,277,0.0486,0.0605,0.055,0.081,0.1459,0.1606,0.1539,0.1754,0.1039,0.0675,5.362604376
-155.3173652,19.55317963,278,0.0258,0.0393,0.0281,0.0566,0.1355,0.1645,0.1686,0.1857,0.0877,0.045,5.57429416
-155.3173652,19.55317963,279,0.0509,0.0699,0.0559,0.0894,0.1643,0.1927,0.1987,0.2142,0.1366,0.0833,5.034233944
-155.3173652,19.55317963,280,0.0357,0.0519,0.0446,0.0713,0.154,0.1763,0.191,0.194,0.1323,0.0679,5.58938229
-155.3173652,19.55317963,281,0.0282,0.0414,0.033,0.0623,0.1366,0.1566,0.1711,0.1768,0.1202,0.0634,5.343171526
-155.3173652,19.55317963,282,0.0347,0.0457,0.0401,0.0722,0.151,0.1699,0.1831,0.1951,0.1287,0.0652,4.824703439
-155.3173652,19.55317963,283,0.0319,0.0427,0.034,0.0637,0.1364,0.1595,0.1669,0.1744,0.1185,0.063,2.254801215
-155.3173652,19.55317963,284,0.0197,0.0365,0.0274,0.0595,0.1301,0.1515,0.1595,0.1698,0.1128,0.0591,5.538521473
-155.3173652,19.55317963,285,0.0216,0.0351,0.0332,0.0575,0.123,0.1468,0.1495,0.1642,0.1112,0.0663,5.027825822
-155.3173652,19.55317963,286,0.0188,0.027,0.0224,0.0465,0.1076,0.1236,0.1392,0.1535,0.0978,0.0475,4.696680833
-155.3173652,19.55317963,287,0.0583,0.0646,0.0547,0.0748,0.138,0.1576,0.1699,0.1785,0.1128,0.0681,4.467034721
-155.3173652,19.55317963,288,0.0126,0.0199,0.0143,0.0318,0.0822,0.1044,0.1077,0.116,0.0614,0.0297,5.541532308
-155.3173652,19.55317963,289,0.0134,0.0196,0.0148,0.0332,0.0871,0.1077,0.1063,0.1184,0.0649,0.0294,4.97635895
-155.3173652,19.55317963,290,0.0153,0.0223,0.0177,0.0378,0.0974,0.12,0.1249,0.131,0.0683,0.0336,5.21219136
-155.3173652,19.55317963,291,0.0191,0.025,0.0186,0.0341,0.0725,0.0864,0.0926,0.1014,0.0636,0.04,5.747273933
-155.3173652,19.55317963,292,0.0451,0.0557,0.0409,0.0778,0.1754,0.2053,0.2146,0.2314,0.1263,0.0642,6.052325693
-155.3173652,19.55317963,293,0.0348,0.0523,0.0377,0.0799,0.1851,0.2083,0.229,0.2274,0.1212,0.0584,5.989436123
-155.3173652,19.55317963,294,0.0396,0.0515,0.0384,0.0753,0.1635,0.1835,0.2,0.2015,0.1037,0.0497,5.84171829
-155.3173652,19.55317963,295,0.0948,0.1104,0.0972,0.1482,0.2514,0.2822,0.2965,0.3101,0.2057,0.1533,4.96889978
-155.3173652,19.55317963,296,0.0289,0.047,0.0354,0.0722,0.1759,0.1988,0.2091,0.2141,0.1111,0.0559,6.178353575
-155.3173652,19.55317963,297,0.0309,0.0453,0.0328,0.0645,0.1574,0.1832,0.1961,0.2013,0.1075,0.0545,6.3941884
-155.3173652,19.55317963,298,0.0381,0.0497,0.0362,0.0725,0.172,0.1933,0.2107,0.2112,0.1203,0.0586,5.150637526
-155.3173652,19.55317963,299,0.028,0.0411,0.0316,0.0649,0.1448,0.1644,0.1747,0.1846,0.1047,0.051,5.062632029
-155.3173652,19.55317963,300,0.03,0.0437,0.0329,0.0632,0.145,0.1724,0.1769,0.1898,0.1037,0.0513,5.101835146
-155.3173652,19.55317963,301,0.0196,0.0261,0.0199,0.0406,0.114,0.1442,0.1467,0.158,0.0769,0.0363,5.947994054
-155.3173652,19.55317963,302,0.0315,0.0374,0.0268,0.0495,0.1134,0.1241,0.1266,0.1413,0.0707,0.0361,5.083920109
-155.3173652,19.55317963,303,0.0205,0.0307,0.0203,0.0456,0.1184,0.1414,0.1576,0.1659,0.073,0.0331,4.539377007
-155.3173652,19.55317963,304,0.0449,0.0576,0.051,0.0789,0.1478,0.17,0.165,0.1937,0.0914,0.0569,4.883008995
-155.3173652,19.55317963,305,0.0188,0.0237,0.0186,0.0397,0.1022,0.1198,0.1158,0.1439,0.0719,0.0345,4.996042705
-155.3173652,19.55317963,306,0.0324,0.0325,0.0237,0.0414,0.0973,0.1139,0.1162,0.1295,0.064,0.0337,4.657144433
-155.3173652,19.55317963,307,0.0245,0.0283,0.0217,0.0457,0.1096,0.1316,0.1298,0.1567,0.0805,0.0379,4.854579811
-155.3173652,19.55317963,308,0.0199,0.0284,0.0236,0.0491,0.1128,0.1403,0.1332,0.1526,0.0901,0.0443,4.499622302
-155.3173652,19.55317963,309,0.0873,0.0949,0.0848,0.1193,0.1923,0.2168,0.2347,0.2395,0.1743,0.1113,4.923381339
-155.3173652,19.55317963,310,0.0484,0.0554,0.0452,0.0749,0.142,0.1644,0.1689,0.1864,0.0961,0.0498,5.014288873
-155.3173652,19.55317963,311,0.0621,0.0773,0.0651,0.1056,0.1998,0.2322,0.2366,0.2589,0.1626,0.0908,5.30780153
-155.3173652,19.55317963,312,0.0414,0.0532,0.0399,0.0737,0.1537,0.1713,0.1961,0.1975,0.1225,0.0636,5.666278348
-155.3173652,19.55317963,313,0.039,0.0505,0.0391,0.0761,0.1622,0.1845,0.1901,0.2066,0.124,0.0643,5.170823516
-155.3173652,19.55317963,314,0.0271,0.041,0.0331,0.0686,0.1497,0.1778,0.1846,0.2038,0.1174,0.0621,4.946505034
-155.3173652,19.55317963,315,0.0224,0.0337,0.0273,0.0588,0.1263,0.1558,0.145,0.1759,0.1003,0.0485,5.133013826
-155.3173652,19.55317963,316,0.0238,0.0269,0.0202,0.0433,0.1024,0.127,0.1164,0.1415,0.0833,0.0384,4.457084609
-155.3173652,19.55317963,317,0.0244,0.0302,0.0247,0.0448,0.116,0.1414,0.1625,0.1628,0.0771,0.0386,4.941756266
-78.13950583,38.89300938,318,0.0404,0.0686,0.0777,0.1034,0.1873,0.2188,0.1904,0.2341,0.1603,0.1212,4.42
-78.13950583,38.89300938,319,0.0172,0.0391,0.0226,0.0653,0.2001,0.2376,0.258,0.2512,0.1462,0.0711,3.14
-78.13950583,38.89300938,320,0.0315,0.0424,0.0214,0.06,0.2534,0.3158,0.324,0.3443,0.1401,0.0582,7.12
-78.13950583,38.89300938,321,0.0144,0.0264,0.0133,0.0471,0.1882,0.2404,0.2239,0.2702,0.1175,0.0511,5.98
-78.13950583,38.89300938,322,0.0314,0.0338,0.0162,0.0374,0.1092,0.1351,0.17,0.1407,0.0583,0.0257,5.17
-78.13950583,38.89300938,323,0.0294,0.0596,0.0288,0.0891,0.265,0.3307,0.3276,0.357,0.1709,0.1181,3.77
-78.13950583,38.89300938,324,0.0236,0.0496,0.0205,0.0729,0.2618,0.2953,0.334,0.3217,0.1404,0.0633,5.52
-78.13950583,38.89300938,325,0.1294,0.1314,0.1274,0.164,0.2942,0.3455,0.3212,0.3698,0.2187,0.1494,7.14
-78.13950583,38.89300938,326,0.0321,0.0484,0.0243,0.0647,0.2482,0.333,0.3427,0.3552,0.1415,0.058,6.24
-78.13950583,38.89300938,327,0.0314,0.0428,0.0255,0.0597,0.2353,0.2814,0.3152,0.3095,0.1232,0.0508,6.57
-78.13950583,38.89300938,328,0.0142,0.0356,0.0177,0.0616,0.179,0.2154,0.2424,0.2454,0.1234,0.0544,3.38
-78.13950583,38.89300938,329,0.0314,0.0589,0.0499,0.1021,0.1836,0.1861,0.1946,0.2209,0.2078,0.1245,1.115323394
-78.13950583,38.89300938,330,0.0213,0.0341,0.0184,0.0546,0.2471,0.2995,0.2966,0.3455,0.1325,0.0537,6.775010221
-78.13950583,38.89300938,331,0.0344,0.0444,0.0215,0.0616,0.2469,0.3136,0.3078,0.3391,0.1348,0.0566,6.993050906
-78.13950583,38.89300938,332,0.0132,0.026,0.0133,0.044,0.2279,0.2895,0.2754,0.2976,0.1169,0.0499,5.456757218
-78.13950583,38.89300938,333,0.0219,0.0323,0.0175,0.0519,0.2338,0.2913,0.2896,0.3157,0.1264,0.0516,6.615866103
-78.13950583,38.89300938,334,0.0462,0.0506,0.0322,0.0667,0.1902,0.2306,0.202,0.2699,0.1226,0.0597,6.513701217
-78.13950583,38.89300938,335,0.0257,0.0348,0.0201,0.0584,0.2273,0.2639,0.2514,0.2813,0.1386,0.0613,4.641802474
-76.5600879,38.89013477,336,0.0244,0.0554,0.023,0.0788,0.3253,0.4189,0.4196,0.4445,0.1741,0.0736,5.32
-76.5600879,38.89013477,337,0.0408,0.0539,0.0359,0.0743,0.2682,0.3506,0.3476,0.3773,0.1565,0.0652,5.02
-76.5600879,38.89013477,338,0.0333,0.053,0.0274,0.073,0.2637,0.3393,0.3384,0.3685,0.1591,0.0635,4.418
-76.5600879,38.89013477,339,0.037,0.0483,0.0269,0.0687,0.234,0.3062,0.303,0.3355,0.1453,0.0588,4.908
-76.5600879,38.89013477,340,0.0223,0.0484,0.0255,0.0686,0.2357,0.2966,0.3024,0.33,0.1497,0.0591,4.665
-76.5600879,38.89013477,341,0.0313,0.0486,0.0273,0.072,0.2319,0.2917,0.2966,0.327,0.148,0.0631,0.147
-76.5600879,38.89013477,342,0.0252,0.0435,0.0265,0.082,0.2251,0.2651,0.2691,0.2976,0.1631,0.0759,3.517
-76.5600879,38.89013477,343,0.0168,0.0441,0.034,0.0965,0.1972,0.226,0.2476,0.2571,0.1542,0.0735,3.221
-76.5600879,38.89013477,344,0.0219,0.0441,0.0365,0.085,0.1613,0.1868,0.1858,0.2217,0.1521,0.0728,3.346
-76.5600879,38.89013477,345,0.0246,0.0471,0.0514,0.0964,0.1344,0.1419,0.1565,0.177,0.1616,0.0903,2.0453
-76.5600879,38.89013477,346,0.049,0.0755,0.0339,0.1067,0.3232,0.3831,0.395,0.4078,0.1704,0.0828,2.811
-76.5600879,38.89013477,347,0.0583,0.0864,0.0432,0.1244,0.3791,0.4714,0.4288,0.5004,0.1958,0.103,5.18
-76.5600879,38.89013477,348,0.0349,0.0593,0.0287,0.088,0.3135,0.4014,0.4005,0.4241,0.162,0.0685,4.435
-76.5600879,38.89013477,349,0.084,0.1222,0.0935,0.1662,0.3762,0.4472,0.4395,0.4758,0.2343,0.1184,5.1
-76.5600879,38.89013477,350,0.0234,0.0473,0.0223,0.0768,0.3152,0.3961,0.393,0.4184,0.164,0.067,5.27
-76.5600879,38.89013477,351,0.0446,0.0617,0.0369,0.0916,0.3239,0.4419,0.442,0.4817,0.1991,0.0959,4.846
-76.5600879,38.89013477,352,0.0503,0.0608,0.0381,0.0761,0.231,0.2905,0.2922,0.3088,0.1159,0.0478,4.863
-76.5600879,38.89013477,353,0.0249,0.0408,0.0257,0.0622,0.2346,0.3077,0.2974,0.3384,0.1442,0.0584,4.97
-76.5600879,38.89013477,354,0.0224,0.0402,0.0222,0.0556,0.2193,0.2869,0.3056,0.3171,0.1297,0.0546,4.81
-76.5600879,38.89013477,355,0.0534,0.0669,0.043,0.0819,0.2322,0.2985,0.2995,0.3279,0.1393,0.0581,4.732
-76.5600879,38.89013477,356,0.0197,0.0309,0.0159,0.0533,0.2027,0.2694,0.2687,0.2915,0.1184,0.0482,4.56
-76.5600879,38.89013477,357,0.0164,0.0343,0.0251,0.0669,0.1819,0.2202,0.239,0.2521,0.1296,0.0574,4.104
-76.5600879,38.89013477,358,0.0374,0.0674,0.0542,0.1167,0.1838,0.2085,0.2366,0.2358,0.2201,0.1337,1.159886399
-76.5600879,38.89013477,359,0.0452,0.0872,0.0481,0.1267,0.2779,0.2922,0.338,0.3207,0.177,0.0921,2.612574961
-76.5600879,38.89013477,360,0.0299,0.0545,0.031,0.0841,0.3086,0.3852,0.372,0.4011,0.1612,0.0689,5.257127188
-76.5600879,38.89013477,361,0.0398,0.0602,0.0299,0.0805,0.2844,0.3546,0.364,0.3729,0.1512,0.0666,5.682867951
-76.5600879,38.89013477,362,0.0269,0.0509,0.0262,0.0786,0.2943,0.3693,0.3686,0.3887,0.155,0.0665,5.295138851
-76.5600879,38.89013477,363,0.0292,0.0396,0.0208,0.0633,0.2618,0.3491,0.3364,0.3674,0.1482,0.0624,5.871533676
-76.5600879,38.89013477,364,0.0329,0.0486,0.0286,0.0697,0.2628,0.3607,0.3523,0.3799,0.1526,0.0657,5.307091173
-76.5600879,38.89013477,365,0.0268,0.0392,0.0187,0.0584,0.2342,0.3117,0.3139,0.3409,0.1375,0.0563,5.187686265
-76.5600879,38.89013477,366,0.0308,0.0464,0.0268,0.0683,0.2483,0.3221,0.3152,0.3514,0.1469,0.0621,5.167022269
-76.5600879,38.89013477,367,0.0243,0.0346,0.0186,0.0609,0.2241,0.2905,0.2884,0.3202,0.1342,0.0559,5.148330402
-76.5600879,38.89013477,368,0.0427,0.0532,0.0339,0.0709,0.2142,0.2586,0.2668,0.2951,0.1404,0.0567,4.495394285
-76.5600879,38.89013477,369,0.02,0.0392,0.0252,0.0718,0.1883,0.2345,0.238,0.2635,0.1399,0.06,4.646189256
-119.2622236,37.03331708,370,0.064,0.0846,0.0869,0.1203,0.208,0.2309,0.2508,0.2468,0.2486,0.1604,0.906880975
-119.2622236,37.03331708,371,0.0818,0.098,0.0941,0.127,0.2178,0.2414,0.2874,0.2641,0.236,0.1437,0.852974397
-119.2622236,37.03331708,372,0.0526,0.0791,0.0861,0.1344,0.2315,0.256,0.2778,0.2982,0.2629,0.1525,0.806045076
-89.58637817,45.50892179,373,0.0505,0.0614,0.059,0.0953,0.1509,0.1725,0.1808,0.196,0.183,0.1152,0.944
-89.58637817,45.50892179,374,0.0432,0.0628,0.0347,0.0925,0.295,0.3477,0.3513,0.3667,0.1895,0.0876,4.74
-89.58637817,45.50892179,375,0.0391,0.0564,0.0342,0.0848,0.356,0.4604,0.4651,0.4793,0.1889,0.0834,5.16
-89.58637817,45.50892179,376,0.029,0.0464,0.0307,0.0644,0.3094,0.3988,0.4108,0.4274,0.167,0.0664,5.18
-89.58637817,45.50892179,377,0.0678,0.0744,0.0483,0.0897,0.3295,0.4312,0.4124,0.4481,0.1932,0.0818,5.19
-89.58637817,45.50892179,378,0.037,0.0509,0.0293,0.0692,0.2864,0.3693,0.3356,0.3909,0.1643,0.065,5.01
-89.58637817,45.50892179,379,0.0317,0.0408,0.0249,0.0666,0.2713,0.3419,0.3403,0.3691,0.1712,0.0703,5.11
-89.58637817,45.50892179,380,0.0321,0.0419,0.0282,0.0665,0.2196,0.267,0.2518,0.2937,0.1508,0.0611,4.09
-89.58637817,45.50892179,381,0.0371,0.0606,0.0309,0.0909,0.2974,0.3634,0.3777,0.3674,0.1836,0.0868,5.17
-89.58637817,45.50892179,382,0.0399,0.0526,0.0366,0.0796,0.2837,0.3525,0.3524,0.3717,0.1418,0.0608,5.59
-89.58637817,45.50892179,383,0.0349,0.0462,0.0309,0.0692,0.2933,0.3745,0.3836,0.3918,0.1731,0.0706,5.43
-89.58637817,45.50892179,384,0.091,0.0982,0.0606,0.1164,0.4047,0.4849,0.4876,0.5336,0.2437,0.0979,5.95
-89.58637817,45.50892179,385,0.043,0.059,0.0325,0.0767,0.2899,0.3635,0.3428,0.3896,0.1864,0.0778,5.53
-89.58637817,45.50892179,386,0.1262,0.139,0.1166,0.1485,0.3361,0.4012,0.4123,0.4202,0.2384,0.1227,4.45
-89.58637817,45.50892179,387,0.0249,0.0448,0.0241,0.074,0.2484,0.2962,0.292,0.3284,0.159,0.0644,4.88
-89.58637817,45.50892179,388,0.0259,0.0437,0.0287,0.0804,0.2203,0.2638,0.2587,0.2899,0.1607,0.0685,4.2
-89.58637817,45.50892179,389,0.0273,0.0469,0.0324,0.0796,0.1755,0.2084,0.2137,0.2244,0.153,0.0764,3.36
-89.58637817,45.50892179,390,0.0308,0.0402,0.0434,0.073,0.1119,0.125,0.1412,0.1551,0.1395,0.0829,1.85
-89.58637817,45.50892179,391,0.0215,0.0432,0.0216,0.0693,0.2986,0.3736,0.3706,0.3894,0.164,0.0638,5.11
-89.58637817,45.50892179,392,0.0417,0.0507,0.0325,0.0756,0.2659,0.3304,0.269,0.3454,0.138,0.0588,4.51
-89.58637817,45.50892179,393,0.0215,0.0393,0.0202,0.0706,0.2533,0.3082,0.3034,0.332,0.164,0.0672,5.01
-89.58637817,45.50892179,394,0.0579,0.068,0.047,0.1006,0.252,0.292,0.2909,0.3228,0.1682,0.0682,4.63
-89.58637817,45.50892179,395,0.0228,0.05,0.0237,0.074,0.3203,0.3856,0.4053,0.4164,0.1745,0.0733,5.12
-89.58637817,45.50892179,396,0.0473,0.0647,0.0324,0.0891,0.359,0.4493,0.4416,0.4727,0.2036,0.0887,4.8
-89.58637817,45.50892179,397,0.0587,0.0713,0.0406,0.0954,0.3805,0.4734,0.4544,0.5108,0.2054,0.0773,5.74
-89.58637817,45.50892179,398,0.0498,0.0615,0.0375,0.0799,0.3028,0.3752,0.3841,0.3986,0.1839,0.0771,5.27
-89.58637817,45.50892179,399,0.056,0.0654,0.0426,0.0852,0.2707,0.3266,0.3094,0.3555,0.1615,0.0647,4.62
-89.58637817,45.50892179,400,0.0321,0.0442,0.025,0.0632,0.2479,0.312,0.2961,0.3339,0.1685,0.0691,4.25
-89.58637817,45.50892179,401,0.0284,0.0403,0.0304,0.07,0.1916,0.2254,0.215,0.245,0.134,0.0589,5
